descricaoEmpresaTI,descritivoSoftware,nomeEnte,codigoUnidade,nomeUnidade,descricaoTipoUnidade,Assunto,ultimoEnvio,ultimoanomes
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,27146,Fundo Municipal de Saúde de Marema ,Fundo,Contratos,2025-05-26 10:30:42.023,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,27146,Fundo Municipal de Saúde de Marema ,Fundo,Convênios,2025-05-26 13:23:17.977,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,27146,Fundo Municipal de Saúde de Marema ,Fundo,Execução Orçamentária,2025-05-31 22:33:21.470,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,27146,Fundo Municipal de Saúde de Marema ,Fundo,Licitações,2025-05-26 10:34:51.930,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,27146,Fundo Municipal de Saúde de Marema ,Fundo,Registros Contábeis,2025-05-12 08:15:28.607,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,10472,Prefeitura Municipal de Marema ,Administração Direta,Atos de Pessoal,2025-06-02 11:12:41.427,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,10472,Prefeitura Municipal de Marema ,Administração Direta,Contratos,2025-05-29 13:17:08.790,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,10472,Prefeitura Municipal de Marema ,Administração Direta,Execução Orçamentária,2025-05-31 23:10:43.147,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,10472,Prefeitura Municipal de Marema ,Administração Direta,Folha de Pagamento,2025-06-03 11:14:27.590,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,10472,Prefeitura Municipal de Marema ,Administração Direta,Licitações,2025-05-30 15:57:25.450,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,10472,Prefeitura Municipal de Marema ,Administração Direta,Plano de Cargos,2025-06-02 11:12:32.720,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,10472,Prefeitura Municipal de Marema ,Administração Direta,Registros Contábeis,2025-05-16 16:34:33.360,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MAREMA,10472,Prefeitura Municipal de Marema ,Administração Direta,Tributário,2025-06-01 16:12:04.927,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,30970,Câmara Municipal de Matos Costa ,Câmara de Vereadores,Atos de Pessoal,2025-02-20 20:32:47.267,202502
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,30970,Câmara Municipal de Matos Costa ,Câmara de Vereadores,Contratos,2025-05-28 08:05:55.047,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,30970,Câmara Municipal de Matos Costa ,Câmara de Vereadores,Execução Orçamentária,2025-06-02 18:56:50.360,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,30970,Câmara Municipal de Matos Costa ,Câmara de Vereadores,Folha de Pagamento,2025-05-26 18:02:33.023,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,30970,Câmara Municipal de Matos Costa ,Câmara de Vereadores,Gestão Fiscal,2025-05-14 09:53:09.673,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,30970,Câmara Municipal de Matos Costa ,Câmara de Vereadores,Licitações,2025-05-28 18:55:03.153,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,30970,Câmara Municipal de Matos Costa ,Câmara de Vereadores,Plano de Cargos,2025-06-01 08:29:41.933,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,30970,Câmara Municipal de Matos Costa ,Câmara de Vereadores,Registros Contábeis,2025-06-02 19:04:52.677,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,80510,Controle Interno do Municipio de Matos Costa,Unidade Central,Gestão Fiscal,2025-03-28 11:11:12.770,202502
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,80510,Controle Interno do Municipio de Matos Costa,Unidade Central,LOA,2025-06-03 13:04:42.007,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,20826,Fundo Municipal de Assistência Social de Matos Costa ,Fundo,Contratos,2025-05-28 16:25:40.097,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,20826,Fundo Municipal de Assistência Social de Matos Costa ,Fundo,Execução Orçamentária,2025-06-03 10:54:55.280,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,20826,Fundo Municipal de Assistência Social de Matos Costa ,Fundo,Licitações,2025-05-28 16:26:10.137,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,20826,Fundo Municipal de Assistência Social de Matos Costa ,Fundo,Registros Contábeis,2025-06-03 13:05:44.780,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,19453,Fundo Municipal de Saúde de Matos Costa ,Fundo,Contratos,2025-05-28 16:30:09.787,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,19453,Fundo Municipal de Saúde de Matos Costa ,Fundo,Convênios,2025-04-29 14:17:01.700,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,19453,Fundo Municipal de Saúde de Matos Costa ,Fundo,Execução Orçamentária,2025-06-03 13:18:01.750,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,19453,Fundo Municipal de Saúde de Matos Costa ,Fundo,Licitações,2025-05-22 16:10:36.920,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,19453,Fundo Municipal de Saúde de Matos Costa ,Fundo,Registros Contábeis,2025-05-13 14:44:22.893,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,35191,Instituto Municipal de Assistência aos Servidores do Município de Matos Costa ,Autarquia,Execução Orçamentária,2025-06-02 19:12:55.510,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,35191,Instituto Municipal de Assistência aos Servidores do Município de Matos Costa ,Autarquia,Registros Contábeis,2025-06-02 19:16:51.137,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Atos de Pessoal,2025-06-03 09:58:19.333,202506
Betha Sistemas,Atos de Pessoal,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Atos de Pessoal,2025-04-30 09:36:15.380,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Contratos,2025-06-02 09:41:02.677,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Execução Orçamentária,2025-06-03 14:30:41.700,202505
Betha Sistemas,Atos de Pessoal,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Folha de Pagamento,2025-04-30 08:49:27.527,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Folha de Pagamento,2025-06-03 10:16:46.093,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Licitações,2025-06-02 14:00:38.203,202506
Betha Sistemas,Atos de Pessoal,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Plano de Cargos,2025-04-08 19:05:12.243,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Plano de Cargos,2025-06-03 10:20:10.117,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Registros Contábeis,2025-05-13 16:22:57.733,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MATOS COSTA,10510,Prefeitura Municipal de Matos Costa ,Administração Direta,Tributário,2025-05-29 13:51:00.000,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,32182,Câmara Municipal de Meleiro ,Câmara de Vereadores,Atos de Pessoal,2025-04-03 13:36:10.290,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,32182,Câmara Municipal de Meleiro ,Câmara de Vereadores,Execução Orçamentária,2025-05-17 09:23:46.380,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,32182,Câmara Municipal de Meleiro ,Câmara de Vereadores,Folha de Pagamento,2025-05-19 10:03:21.360,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,32182,Câmara Municipal de Meleiro ,Câmara de Vereadores,Gestão Fiscal,2025-06-02 13:36:07.830,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,32182,Câmara Municipal de Meleiro ,Câmara de Vereadores,Plano de Cargos,2025-06-02 10:38:13.723,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,32182,Câmara Municipal de Meleiro ,Câmara de Vereadores,Registros Contábeis,2025-05-23 14:52:10.403,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,81746,Controle Interno do Municipio de Meleiro,Unidade Central,Gestão Fiscal,2025-06-02 08:51:04.267,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,81746,Controle Interno do Municipio de Meleiro,Unidade Central,LDO,2025-04-09 10:43:10.223,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,81746,Controle Interno do Municipio de Meleiro,Unidade Central,LOA,2025-05-17 19:22:15.580,202504
Betha Sistemas,Contabilidade,MELEIRO,81746,Controle Interno do Municipio de Meleiro,Unidade Central,PPA,2025-04-09 10:33:36.713,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,17728,Fundo Municipal de Saúde de Meleiro ,Fundo,Contratos,2025-05-27 10:57:21.610,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,17728,Fundo Municipal de Saúde de Meleiro ,Fundo,Execução Orçamentária,2025-05-17 19:43:55.003,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,17728,Fundo Municipal de Saúde de Meleiro ,Fundo,Licitações,2025-05-27 10:43:14.993,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,17728,Fundo Municipal de Saúde de Meleiro ,Fundo,Registros Contábeis,2025-05-20 10:58:07.690,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,11746,Prefeitura Municipal de Meleiro ,Administração Direta,Atos de Pessoal,2025-06-03 13:42:37.173,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,11746,Prefeitura Municipal de Meleiro ,Administração Direta,Contratos,2025-06-02 08:41:49.587,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,11746,Prefeitura Municipal de Meleiro ,Administração Direta,Execução Orçamentária,2025-06-02 09:21:15.190,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,11746,Prefeitura Municipal de Meleiro ,Administração Direta,Folha de Pagamento,2025-06-03 14:04:12.097,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,11746,Prefeitura Municipal de Meleiro ,Administração Direta,Licitações,2025-06-03 13:41:33.617,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,11746,Prefeitura Municipal de Meleiro ,Administração Direta,Plano de Cargos,2025-06-02 09:43:13.993,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,11746,Prefeitura Municipal de Meleiro ,Administração Direta,Registros Contábeis,2025-05-17 07:36:53.157,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,39205,Serviço Autônomo Municipal de Água e Esgoto de Meleiro ,Autarquia,Atos de Pessoal,2025-04-08 15:32:51.937,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,39205,Serviço Autônomo Municipal de Água e Esgoto de Meleiro ,Autarquia,Contratos,2025-01-09 08:45:29.640,202411
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,39205,Serviço Autônomo Municipal de Água e Esgoto de Meleiro ,Autarquia,Execução Orçamentária,2025-05-17 10:19:56.920,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,39205,Serviço Autônomo Municipal de Água e Esgoto de Meleiro ,Autarquia,Folha de Pagamento,2025-06-03 13:24:15.510,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,39205,Serviço Autônomo Municipal de Água e Esgoto de Meleiro ,Autarquia,Licitações,2025-01-20 10:45:42.567,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,39205,Serviço Autônomo Municipal de Água e Esgoto de Meleiro ,Autarquia,Plano de Cargos,2025-06-02 09:45:33.890,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MELEIRO,39205,Serviço Autônomo Municipal de Água e Esgoto de Meleiro ,Autarquia,Registros Contábeis,2025-05-17 16:10:22.120,202504
Betha Sistemas,Atos de Pessoal,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Atos de Pessoal,2025-03-17 11:32:37.153,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Atos de Pessoal,2025-05-12 07:50:13.417,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Contratos,2025-04-09 13:43:28.867,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Execução Orçamentária,2025-06-02 15:57:31.393,202505
Betha Sistemas,Atos de Pessoal,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Folha de Pagamento,2025-03-17 11:51:07.347,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Folha de Pagamento,2025-05-26 13:09:24.570,202505
Betha Sistemas,Atos de Pesoal,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Folha de Pagamento,2025-02-04 20:42:51.907,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Gestão Fiscal,2025-05-19 16:57:44.987,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Licitações,2025-04-17 14:03:24.387,202504
Betha Sistemas,Atos de Pessoal,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Plano de Cargos,2025-03-27 17:40:48.813,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Plano de Cargos,2025-06-01 16:27:57.920,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,31798,Câmara Municipal de Mondaí ,Câmara de Vereadores,Registros Contábeis,2025-05-16 11:16:14.243,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,81371,Controle Interno do Municipio de Mondaí,Unidade Central,Gestão Fiscal,2025-05-21 16:29:46.830,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,81371,Controle Interno do Municipio de Mondaí,Unidade Central,LDO,2025-01-14 08:14:31.390,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,81371,Controle Interno do Municipio de Mondaí,Unidade Central,LOA,2025-05-28 20:06:30.700,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,81371,Controle Interno do Municipio de Mondaí,Unidade Central,PPA,2025-01-09 09:21:15.883,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,23078,Fundo Municipal de Assistência Social de Mondaí ,Fundo,Contratos,2025-04-29 08:45:52.733,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,23078,Fundo Municipal de Assistência Social de Mondaí ,Fundo,Execução Orçamentária,2025-05-30 20:02:08.970,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,23078,Fundo Municipal de Assistência Social de Mondaí ,Fundo,Licitações,2025-05-08 10:13:10.143,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,23078,Fundo Municipal de Assistência Social de Mondaí ,Fundo,Registros Contábeis,2025-05-16 17:08:04.717,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,70254,Fundo Municipal de Educação de Mondai ,Fundo,Contratos,2025-04-24 09:06:06.060,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,70254,Fundo Municipal de Educação de Mondai ,Fundo,Execução Orçamentária,2025-05-30 20:09:35.733,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,70254,Fundo Municipal de Educação de Mondai ,Fundo,Licitações,2025-04-25 09:22:48.393,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,70254,Fundo Municipal de Educação de Mondai ,Fundo,Registros Contábeis,2025-05-16 15:07:07.017,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,27189,Fundo Municipal de Saúde de Mondaí ,Fundo,Contratos,2025-05-16 16:39:51.883,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,27189,Fundo Municipal de Saúde de Mondaí ,Fundo,Convênios,2025-04-22 20:05:23.383,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,27189,Fundo Municipal de Saúde de Mondaí ,Fundo,Execução Orçamentária,2025-05-30 20:11:01.633,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,27189,Fundo Municipal de Saúde de Mondaí ,Fundo,Licitações,2025-06-02 11:05:21.893,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,27189,Fundo Municipal de Saúde de Mondaí ,Fundo,Registros Contábeis,2025-05-16 16:28:12.287,202504
Betha Sistemas,Atos de Pesoal,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Atos de Pessoal,2025-02-03 18:05:26.960,202412
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Atos de Pessoal,2025-06-03 16:39:19.447,202506
Betha Sistemas,Atos de Pessoal,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Atos de Pessoal,2025-04-10 15:24:35.033,202504
Betha Sistemas,Atos de Pessoal,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Concursos,2025-02-07 15:18:52.797,202501
Betha Sistemas,Atos de Pesoal,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Concursos,2025-05-12 14:35:33.717,202410
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Contratos,2025-05-21 07:53:29.650,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Convênios,2025-04-03 13:41:41.870,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Execução Orçamentária,2025-05-30 20:11:07.093,202505
Betha Sistemas,Atos de Pesoal,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Folha de Pagamento,2025-02-04 14:03:34.873,202412
Betha Sistemas,Atos de Pessoal,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Folha de Pagamento,2025-04-10 16:37:24.530,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Folha de Pagamento,2025-06-03 17:03:27.430,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Licitações,2025-06-03 09:45:26.120,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Plano de Cargos,2025-06-01 15:43:04.133,202506
Betha Sistemas,Atos de Pessoal,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Plano de Cargos,2025-04-10 16:57:34.417,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Registros Contábeis,2025-05-20 15:24:09.000,202504
Betha Sistemas,Tributos,MONDAÍ,11371,Prefeitura Municipal de Mondaí ,Administração Direta,Tributário,2025-04-11 16:31:34.740,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,31496,Câmara Municipal de Monte Carlo ,Câmara de Vereadores,Atos de Pessoal,2025-01-28 18:11:09.490,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,31496,Câmara Municipal de Monte Carlo ,Câmara de Vereadores,Execução Orçamentária,2025-05-15 21:51:14.330,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,31496,Câmara Municipal de Monte Carlo ,Câmara de Vereadores,Folha de Pagamento,2025-05-21 11:22:20.743,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,31496,Câmara Municipal de Monte Carlo ,Câmara de Vereadores,Gestão Fiscal,2025-05-16 07:15:55.110,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,31496,Câmara Municipal de Monte Carlo ,Câmara de Vereadores,Plano de Cargos,2025-06-01 17:27:09.863,202506
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,31496,Câmara Municipal de Monte Carlo ,Câmara de Vereadores,Registros Contábeis,2025-05-16 06:10:36.700,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,81061,Controle Interno do Municipio de Monte Carlo,Unidade Central,Gestão Fiscal,2025-05-25 10:22:47.103,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,81061,Controle Interno do Municipio de Monte Carlo,Unidade Central,LDO,2025-03-17 20:24:07.083,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,81061,Controle Interno do Municipio de Monte Carlo,Unidade Central,LOA,2025-05-20 19:15:25.810,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,81061,Controle Interno do Municipio de Monte Carlo,Unidade Central,PPA,2025-03-17 20:09:01.823,202501
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,38239,Fundo de Reequipamento do Corpo de Bombeiros de Monte Carlo ,Fundo,Contratos,2025-04-11 07:39:00.613,202503
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,38239,Fundo de Reequipamento do Corpo de Bombeiros de Monte Carlo ,Fundo,Execução Orçamentária,2025-05-18 07:52:28.517,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,38239,Fundo de Reequipamento do Corpo de Bombeiros de Monte Carlo ,Fundo,Registros Contábeis,2025-05-18 07:56:14.570,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,25420,Fundo Municipal de Saúde de Monte Carlo ,Fundo,Contratos,2025-05-01 09:40:26.573,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,25420,Fundo Municipal de Saúde de Monte Carlo ,Fundo,Execução Orçamentária,2025-05-26 18:28:13.687,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,25420,Fundo Municipal de Saúde de Monte Carlo ,Fundo,Licitações,2025-05-15 13:57:25.223,202505
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,25420,Fundo Municipal de Saúde de Monte Carlo ,Fundo,Registros Contábeis,2025-05-26 21:35:40.760,202504
BETHA SISTEMAS LTDA,PRESTAÇÃO DE CONTAS,MONTE CARLO,11061,Prefeitura Municipal de Monte Carlo ,Administração Direta,Atos de Pessoal,2025-05-27 08:47:40.880,202505
